2018-12-29 11:58:05[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: oracle.jdbc.driver.OracleDriver
2018-12-31 11:08:37[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:08:37[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:08:37[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:08:37[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:08:37[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:08:38[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 11:08:38[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 11:08:38[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 11:08:39[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 11:08:39[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 11:08:39[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 11:08:39[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 11:08:39[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3448
2018-12-31 11:08:39[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:08:40[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [同步结束] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:09:16[platform] INFO [main] LoggerUtils.info(18) | sync.data.source.loader.model 加载成功
2018-12-31 11:09:16[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:09:16[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:09:16[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:09:16[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:09:16[platform] INFO [main] LoggerUtils.info(18) | 通过xml的形式加载所有数据源成功!!,配置文件:D:/software/helpProgramming/git_client/git/workspace_directory/job_directory/sync_data_db_workspace/bjhy_data_sync_db/data-sync-db/config/db.xml
2018-12-31 11:09:16[platform] INFO [main] DriverManagerDataSource.setDriverClassName(133) | Loaded JDBC driver: com.mysql.jdbc.Driver
2018-12-31 11:09:16[platform] INFO [main] DruidDataSource.init(947) | {dataSource-1} inited
2018-12-31 11:09:16[platform] INFO [main] LoggerUtils.info(18) | version_check 表已经存在!Table 'version_check' already exists
2018-12-31 11:09:16[platform] INFO [main] LoggerUtils.info(18) | step_store 表已经存在!Table 'step_store' already exists
2018-12-31 11:09:17[platform] INFO [pool-2-thread-1] XmlBeanDefinitionReader.loadBeanDefinitions(317) | Loading XML bean definitions from class path resource [org/springframework/jdbc/support/sql-error-codes.xml]
2018-12-31 11:09:17[platform] INFO [pool-2-thread-1] SQLErrorCodesFactory.<init>(126) | SQLErrorCodes loaded: [DB2, Derby, H2, HSQL, Informix, MS-SQL, MySQL, Oracle, PostgreSQL, Sybase, Hana]
2018-12-31 11:09:17[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-2} inited
2018-12-31 11:09:17[platform] INFO [pool-2-thread-1] DruidDataSource.init(947) | {dataSource-3} inited
2018-12-31 11:09:17[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | 序列化后的字节大小  : 3448
2018-12-31 11:09:17[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [开始同步..] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
2018-12-31 11:09:45[platform] INFO [pool-2-thread-1] LoggerUtils.info(18) | [同步结束] 表名:test_copy_user,数据源名称:home_mysql_master,数据源编号:home_mysql_master
